u,techniques,items,n_items,ratings,n_ratings
13530,"[2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[167093, 160198, 54986, 82187, 12200]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
2982,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[111107, 96013, 1182, 56402, 165410, 79316, 131037, 157586, 56425]",9,"[4.0, 0.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]",9
4729,"[8, 0, 0, 4, 4, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[73956, 946, 38394, 113716, 82870, 52991, 73254, 119044, 112031, 99682, 78403, 43632]",12,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",12
19204,"[1, 1, 0, 1, 3, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[58574, 39011, 51009, 170732, 37047, 157141, 28669]",7,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",7
22133,"[3, 0, 0, 3, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[124460, 56425, 44587, 66623, 53142, 89619, 160427]",7,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",7
6583,"[34, 0, 0, 14, 17, 0, 0, 3, 0, 32, 7, 2, 0, 0, 3, 0, 12, 0, 0, 3, 6, 1, 1, 3, 2, 0, 1, 2, 12, 2, 0, 0, 0, 22, 0, 0, 3, 3, 5, 0, 0, 6, 15, 18, 4, 0, 10, 0, 0, 3, 0, 1, 1, 7, 1, 2, 3, 9]","[168743, 84634, 99636, 41603, 51701, 161190, 23607, 9315, 177792, 153152, 152301, 25681, 99361, 134610, 52238, 112103, 26022, 69191, 58979, 108562, 68311, 26254, 155538, 119364, 122977, 111925, 73710, 114727, 139768, 110389, 106973, 48309, 117402, 78339, 69324, 100977, 9651, 34603, 53417, 134644, 171427, 51263, 110229, 143039, 69708, 97415, 117345, 116232, 77261, 117168, 165859, 134859, 84983, 72081, 168469, 158569, 148705, 50989, 75772, 9876, 150784, 130591, 96054, 70144, 48013, 3483, 56425, 153375, 110212, 142488, 16349, 89113, 88803]",73,"[3.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 0.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 5.0, 5.0, 0.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0]",73
150,"[45, 1, 0, 15, 15, 0, 0, 3, 1, 29, 1, 2, 1, 0, 1, 0, 10, 0, 0, 3, 10, 2, 0, 5, 4, 0, 3, 4, 10, 3, 0, 0, 0, 23, 0, 2, 11, 5, 5, 0, 0, 0, 12, 8, 0, 0, 13, 0, 0, 1, 0, 0, 1, 7, 4, 3, 3, 12]","[43057, 86638, 42565, 164164, 84719, 164545, 743, 82100, 136789, 122200, 144277, 53432, 147721, 141807, 37600, 20255, 21213, 31807, 38142, 86852, 177496, 44249, 37047, 156715, 2141, 17750, 48015, 172204, 118496, 106975, 79316, 134647, 65123, 154916, 5192, 89113, 98871, 140395, 49026, 80096, 79196, 113864, 52334, 58858, 139238, 73843, 81757, 31827, 77442, 62, 25591, 106990, 161791, 37662, 68064, 153381, 128191, 105478, 126204, 37653, 124567, 111779, 576, 9107, 141217, 39703, 26324, 9677, 28552, 55907, 84490, 127423, 125127, 61421, 139822, 73729, 60898, 27910, 77471, 55984, 5549, 1711, 101583, 64526, 19634, 120674, 95442, 24129, 130916, 29638, 147944]",91,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 1.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",91
3121,"[7, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[176746, 83801, 116390, 71459, 1243, 27137, 11144]",7,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0]",7
5105,"[17, 0, 1, 5, 12, 0, 0, 3, 0, 12, 1, 0, 0, 0, 1, 0, 6, 0, 0, 1, 4, 1, 0, 4, 0, 0, 1, 1, 7, 1, 0, 0, 0, 15, 0, 0, 2, 4, 5, 0, 0, 1, 7, 6, 0, 0, 4, 2, 0, 0, 0, 0, 0, 7, 2, 2, 0, 3]","[7288, 133826, 9677, 146901, 83991, 78348, 94435, 54613, 118515, 76461, 81517, 68938, 87987, 15125, 95356, 16347, 115883, 45738, 88021, 158958, 113987, 155270, 155736, 49347, 107423, 88459, 107735, 167513, 111354, 131861, 2307, 141628, 63575, 127226, 93685, 78836, 148494, 27591, 21132, 142635]",40,"[5.0, 5.0, 2.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 2.0, 4.0, 5.0, 5.0, 5.0, 0.0, 5.0, 4.0, 5.0, 5.0, 5.0]",40
15072,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[19297, 15173, 154054, 30431, 22399]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
16732,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100262, 54149, 107865, 41109, 19468]",5,"[5.0, 4.0, 4.0, 5.0, 5.0]",5
3855,"[6, 0, 0, 2, 4, 0, 0, 0, 0, 7, 3, 0, 0, 0, 1, 0, 3, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 6, 0, 0, 2, 1, 1, 0, 0, 1, 3, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 2]","[136931, 69579, 66156, 46833, 26193, 31148, 174528, 175008, 159517, 154894, 142634, 18103, 137157, 69648, 29454, 1666, 103786, 15929, 132774, 40438, 28361, 61680]",22,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",22
2424,"[12, 1, 0, 8, 4, 0, 1, 2, 0, 11, 3, 1, 0, 0, 1, 0, 5, 0, 0, 1, 8, 0, 2, 2, 4, 0, 3, 2, 5, 0, 0, 0, 0, 5, 0, 0, 6, 3, 6, 0, 0, 1, 6, 7, 0, 1, 6, 1, 0, 1, 0, 0, 0, 3, 2, 0, 0, 2]","[43209, 158875, 126849, 131704, 36090, 174552, 38516, 128464, 87535, 27073, 172037, 85063, 11669, 66643, 922, 50183, 1714, 36919, 97415, 93562, 175568, 110485, 14774, 110185, 8209, 46490, 55105, 19085, 78900, 174638, 24869, 112406, 10118, 88192, 136119, 78960, 146312, 164685, 53910, 172308]",40,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",40
2717,"[186, 2, 0, 62, 71, 0, 0, 17, 4, 124, 8, 8, 1, 0, 4, 0, 59, 0, 0, 12, 19, 6, 2, 18, 4, 0, 5, 25, 88, 13, 0, 3, 0, 135, 0, 1, 47, 17, 24, 0, 0, 10, 35, 46, 2, 2, 48, 9, 0, 6, 2, 4, 0, 22, 5, 29, 24, 34]","[143425, 74418, 54613, 98981, 27357, 105073, 40138, 40107, 15940, 127241, 6123, 13476, 18644, 19967, 95444, 161875, 47957, 1823, 56425, 74687, 174377, 77442, 128283, 29541, 24314, 11708, 99787, 63806, 134293, 42620, 29302, 153314, 100101, 71252, 128834, 22838, 124501, 68877, 62867, 161029, 17046, 54788, 32710, 4929, 144434, 63753, 27930, 11275, 8130, 7099, 13467, 152023, 46939, 16503, 99201, 66237, 129940, 155736, 86864, 45418, 119377, 135332, 167355, 46850, 118477, 151953, 12396, 122666, 97738, 169138, 18101, 75383, 85020, 22170, 119890, 145731, 28401, 96044, 110901, 125647, 26234, 75005, 107469, 77728, 99535, 3374, 175217, 138310, 125405, 51942, 79359, 95516, 77318, 170943, 156739, 101001, 49181, 76486, 131986, 161170, 150687, 133107, 132445, 63303, 4028, 107494, 101819, 28105, 158538, 129345, 2103, 55772, 147317, 103415, 140457, 60026, 28650, 154689, 55237, 99682, 97663, 6569, 171700, 998, 107080, 92013, 75169, 64802, 143788, 15076, 42895, 56310, 9005, 131066, 32441, 46468, 71542, 14943, 18989, 77611, 56644, 89113, 147180, 89519, 67875, 46518, 149739, 149710, 51263, 60504, 82121, 168078, 166178, 121852, 90890, 118043, 47718, 90215, 101244, 160507, 176646, 9801, 28576, 42310, 110405, 16458, 90551, 47680, 125637, 10255, 118826, 111598, 57401, 13906, 9369, 153813, 25667, 9325, 54303, 22992, 20781, 151958, 63259, 70365, 44396, 25279, 58677, 87299, 127284, 68893, 43837, 126845, 131104, 83831, 97469, 10566, 175774, 73956, 31472, 45960, 53487, 150146, 146982, 57427, 138928, 1684, 134737, 98429, 5574, 87873, 93776, 102281, 8394, 38197, 143249, 38413, 14451, 134023, 174440, 155170, 153429, 171365, 25093, 133545, 115471, 127398, 160741, 51699, 18251, 76461, 174660, 56919, 32000, 19942, 150824, 172273, 122673, 153533, 157404, 98672, 17877, 85238, 159398, 162352, 91503, 110433, 87631, 32437, 37450, 68518, 42377, 53475, 72320, 18505, 135658, 163625, 4793, 29338, 60362, 159297, 6549, 28794, 96809, 128666, 62280, 103264, 164131, 85471, 73242, 120360, 62660, 173688, 131785, 106706, 72207, 4945, 171187, 98708, 150345, 164024, 138323, 111303, 2088, 44174, 158458, 13083, 72426, 154054, 143974, 58931, 46833, 104004, 103767, 134452, 85345, 71738, 78507, 136089, 156997, 44040, 75240, 85409, 68408, 78220, 38420, 150497, 78391, 149629, 172105, 82519, 11324, 65854, 98791, 98797, 86860, 39493, 106162, 137358, 96986, 11602, 154943, 107518, 52493, 1711, 100001, 156278, 138882, 61037, 154916, 153091, 3459, 21565, 23291, 6470, 96780, 83554, 37204, 17067, 118481, 19549, 46117, 119351, 105626, 129404, 161086, 101975, 59987, 101200, 131230, 30076, 157675, 31894, 35005, 32114, 75917, 85237, 25269, 2949, 111035, 122537, 75244, 29746, 99411, 44658, 139776, 166212, 19297]",367,"[4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 0.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]",367
24098,"[3, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[86980, 70640, 99682, 91382, 134538, 76351]",6,"[0.0, 5.0, 0.0, 4.0, 5.0, 5.0]",6
14607,"[4, 0, 0, 2, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1]","[133238, 22465, 156096, 45106, 87565, 147344, 54795, 14349, 35380, 91656, 106007]",11,"[3.0, 5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0]",11
4230,"[10, 0, 0, 4, 5, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 9, 0, 0, 5, 1, 2, 0, 0, 1, 6, 2, 0, 0, 4, 0, 0, 1, 0, 1, 0, 4, 0, 2, 3, 2]","[10394, 103297, 147374, 32114, 113970, 37217, 103175, 63569, 124239, 1783, 13906, 135961, 47657, 146854, 144575, 5077, 33196, 161263, 171286, 146578, 37144, 50909, 42607, 49659, 4790, 138141]",26,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0]",26
8595,"[9, 0, 0, 13, 17, 0, 0, 0, 1, 18, 0, 1, 0, 0, 4, 0, 7, 0, 0, 4, 5, 0, 2, 2, 3, 0, 0, 6, 9, 1, 0, 0, 0, 14, 0, 3, 2, 0, 9, 1, 0, 3, 12, 4, 1, 1, 11, 1, 0, 2, 1, 2, 0, 4, 2, 4, 2, 2]","[35319, 177040, 146121, 117824, 65978, 33712, 167768, 11916, 27954, 31786, 53142, 58024, 42075, 135961, 78609, 111252, 5300, 18037, 134611, 82100, 109193, 115296, 155873, 124927, 174552, 163143, 59817, 58175, 161692, 98079, 129490, 31388, 11812, 107235, 128618, 14617, 18842, 124733, 159876, 17625, 167590, 147374, 9651, 63389, 164022, 117899, 36578, 65219, 73599, 117268, 81011, 156648, 47353]",53,"[4.0, 4.0, 3.0, 2.0, 3.0, 4.0, 4.0, 4.0, 2.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 4.0, 4.0]",53
20006,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[45573, 47131, 139054, 153465, 32114, 76160]",6,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",6
427,"[153, 0, 0, 55, 52, 1, 0, 12, 5, 95, 0, 5, 1, 0, 9, 0, 22, 0, 0, 7, 24, 16, 10, 10, 10, 0, 1, 15, 55, 7, 0, 0, 0, 97, 0, 10, 31, 3, 23, 1, 0, 2, 29, 29, 1, 1, 54, 1, 0, 3, 0, 2, 0, 10, 13, 14, 17, 36]","[118260, 150728, 125491, 118013, 33132, 45968, 60426, 17310, 37006, 69648, 5825, 55907, 4217, 35196, 69585, 92755, 174128, 59782, 77807, 71967, 29716, 163739, 15161, 72470, 157818, 161918, 86633, 165791, 163877, 66665, 120570, 133383, 144052, 25631, 48513, 122488, 106709, 156908, 101779, 12183, 53222, 56814, 74769, 55257, 107052, 8069, 57003, 105898, 99503, 165323, 49941, 71170, 15060, 153142, 90301, 104044, 159575, 156, 124682, 51563, 90531, 36646, 136711, 163187, 61131, 89882, 22119, 178044, 124549, 45538, 54481, 61080, 56255, 8074, 159826, 103286, 17509, 127251, 120439, 44413, 135762, 87977, 33307, 50479, 86861, 7977, 149793, 104694, 87382, 163065, 63216, 77723, 155416, 128461, 15087, 15851, 77152, 25456, 147424, 59796, 89084, 9084, 74986, 85086, 46041, 155606, 24196, 10118, 57519, 135021, 51421, 169698, 146897, 144327, 95336, 102720, 115699, 91233, 25715, 106897, 174105, 171987, 1082, 138686, 67649, 39343, 18360, 30230, 138675, 172390, 83906, 34189, 162519, 168399, 96780, 51087, 150946, 40661, 126026, 106980, 110417, 21857, 164993, 143614, 6469, 166300, 111335, 31989, 6686, 156175, 58656, 17251, 12365, 23661, 167997, 3243, 73381, 5234, 143577, 46192, 71389, 102370, 171834, 33599, 112620, 163142, 16568, 151285, 101467, 132091, 107326, 174528, 39592, 71034, 123306, 128581, 137499, 119980, 54291, 60193, 119640, 11933, 38435, 65246, 177948, 89839, 19419, 74004, 142640, 1559, 82331, 111204, 56535, 76557, 39236, 29990, 73953, 156296, 117974, 12546, 122014, 144894, 99718, 170817, 131015, 122519, 76425, 54909, 92239, 151309, 146881, 98047, 2341, 89203, 19353, 67281, 59104, 92841, 109667, 140918, 108695, 28172, 845, 166199, 145148, 93510, 64140, 66269, 60165, 37973, 170900, 50800, 88296, 138896, 160588, 46461, 160928, 381, 172205, 125708, 91535, 21951, 83687, 6053, 49749, 83685, 14535, 64229, 95376, 14616, 52251, 159299, 164938, 46723, 52687, 118015, 33684, 127865, 20395, 16921, 133214, 25529, 133728, 78298, 69829]",265,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0]",265
10561,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[68877, 27671, 49476, 1022, 126242]",5,"[5.0, 5.0, 2.0, 5.0, 5.0]",5
12325,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[146620, 66747, 64311, 9677, 70327]",5,"[4.0, 4.0, 5.0, 5.0, 5.0]",5
16576,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 2, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[99787, 142627, 18993, 113961, 82227, 33574, 90215, 29686, 95864, 105376, 56455]",11,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]",11
